[Mon Sep 21 06:36:16.649917 2015] [mpm_prefork:notice] [pid 23763] AH00163: Apache/2.4.7 (Ubuntu) PHP/5.5.9-1ubuntu4.11 mod_perl/2.0.8 Perl/v5.18.2 configured -- resuming normal operations
[Mon Sep 21 06:36:16.649938 2015] [core:notice] [pid 23763] AH00094: Command line: '/usr/sbin/apache2'
[Mon Sep 21 06:47:37.055109 2015] [:error] [pid 19115] [client 222.186.129.5:3648] script '/var/www/html/POST_ip_port.php' not found or unable to stat, referer: http://123.249.24.233/POST_ip_port.phpAccept: */*
[Tue Sep 22 10:40:21.004167 2015] [:error] [pid 21175] [client 179.99.205.228:49058] PHP Warning:  include_once(): Failed opening '/var/www/html/dao/ForumQuestaoDao.php' for inclusion (include_path='.:/usr/share/php:/usr/share/pear') in /var/www/html/template/TemplateForumResposta.php on line 7, referer: http://187.73.149.26:8080/forum.php
[Tue Sep 22 10:40:21.004346 2015] [:error] [pid 21175] [client 179.99.205.228:49058] PHP Notice:  Undefined index: funcao in /var/www/html/template/TemplateForumResposta.php on line 13, referer: http://187.73.149.26:8080/forum.php
[Tue Sep 22 10:40:21.004400 2015] [:error] [pid 21175] [client 179.99.205.228:49058] PHP Warning:  include_once(DatasFuncao.php): failed to open stream: No such file or directory in /var/www/html/template/TemplateForumResposta.php on line 13, referer: http://187.73.149.26:8080/forum.php
[Tue Sep 22 10:40:21.004413 2015] [:error] [pid 21175] [client 179.99.205.228:49058] PHP Warning:  include_once(): Failed opening 'DatasFuncao.php' for inclusion (include_path='.:/usr/share/php:/usr/share/pear') in /var/www/html/template/TemplateForumResposta.php on line 13, referer: http://187.73.149.26:8080/forum.php
[Tue Sep 22 10:40:21.004424 2015] [:error] [pid 21175] [client 179.99.205.228:49058] PHP Notice:  Undefined index: funcao in /var/www/html/forumResposta.php on line 12, referer: http://187.73.149.26:8080/forum.php
[Tue Sep 22 10:40:21.004456 2015] [:error] [pid 21175] [client 179.99.205.228:49058] PHP Warning:  include_once(DatasFuncao.php): failed to open stream: No such file or directory in /var/www/html/forumResposta.php on line 12, referer: http://187.73.149.26:8080/forum.php
[Tue Sep 22 10:40:21.004467 2015] [:error] [pid 21175] [client 179.99.205.228:49058] PHP Warning:  include_once(): Failed opening 'DatasFuncao.php' for inclusion (include_path='.:/usr/share/php:/usr/share/pear') in /var/www/html/forumResposta.php on line 12, referer: http://187.73.149.26:8080/forum.php
[Tue Sep 22 10:40:21.004486 2015] [:error] [pid 21175] [client 179.99.205.228:49058] PHP Fatal error:  Class 'DatasFuncao' not found in /var/www/html/forumResposta.php on line 14, referer: http://187.73.149.26:8080/forum.php
[Tue Sep 22 10:40:23.087869 2015] [:error] [pid 21334] [client 179.99.205.228:59818] PHP Warning:  include_once(/var/www/html/dao/ForumQuestaoDao.php): failed to open stream: No such file or directory in /var/www/html/template/TemplateForum.php on line 8, referer: http://187.73.149.26:8080/areaAluno.php
[Tue Sep 22 10:40:23.087910 2015] [:error] [pid 21334] [client 179.99.205.228:59818] PHP Warning:  include_once(): Failed opening '/var/www/html/dao/ForumQuestaoDao.php' for inclusion (include_path='.:/usr/share/php:/usr/share/pear') in /var/www/html/template/TemplateForum.php on line 8, referer: http://187.73.149.26:8080/areaAluno.php
[Tue Sep 22 10:40:27.151733 2015] [:error] [pid 21334] [client 179.99.205.228:59818] PHP Warning:  include_once(/var/www/html/dao/ForumQuestaoDao.php): failed to open stream: No such file or directory in /var/www/html/template/TemplateForumResposta.php on line 7, referer: http://187.73.149.26:8080/forum.php
[Tue Sep 22 10:40:27.151771 2015] [:error] [pid 21334] [client 179.99.205.228:59818] PHP Warning:  include_once(): Failed opening '/var/www/html/dao/ForumQuestaoDao.php' for inclusion (include_path='.:/usr/share/php:/usr/share/pear') in /var/www/html/template/TemplateForumResposta.php on line 7, referer: http://187.73.149.26:8080/forum.php
[Tue Sep 22 10:40:27.151938 2015] [:error] [pid 21334] [client 179.99.205.228:59818] PHP Notice:  Undefined index: funcao in /var/www/html/template/TemplateForumResposta.php on line 13, referer: http://187.73.149.26:8080/forum.php
[Tue Sep 22 10:40:27.151987 2015] [:error] [pid 21334] [client 179.99.205.228:59818] PHP Warning:  include_once(DatasFuncao.php): failed to open stream: No such file or directory in /var/www/html/template/TemplateForumResposta.php on line 13, referer: http://187.73.149.26:8080/forum.php
[Tue Sep 22 10:40:27.152000 2015] [:error] [pid 21334] [client 179.99.205.228:59818] PHP Warning:  include_once(): Failed opening 'DatasFuncao.php' for inclusion (include_path='.:/usr/share/php:/usr/share/pear') in /var/www/html/template/TemplateForumResposta.php on line 13, referer: http://187.73.149.26:8080/forum.php
[Tue Sep 22 10:40:27.152031 2015] [:error] [pid 21334] [client 179.99.205.228:59818] PHP Notice:  Undefined index: funcao in /var/www/html/forumResposta.php on line 12, referer: http://187.73.149.26:8080/forum.php
[Tue Sep 22 10:40:27.152065 2015] [:error] [pid 21334] [client 179.99.205.228:59818] PHP Warning:  include_once(DatasFuncao.php): failed to open stream: No such file or directory in /var/www/html/forumResposta.php on line 12, referer: http://187.73.149.26:8080/forum.php
[Tue Sep 22 10:40:27.152075 2015] [:error] [pid 21334] [client 179.99.205.228:59818] PHP Warning:  include_once(): Failed opening 'DatasFuncao.php' for inclusion (include_path='.:/usr/share/php:/usr/share/pear') in /var/www/html/forumResposta.php on line 12, referer: http://187.73.149.26:8080/forum.php
[Tue Sep 22 10:40:27.152096 2015] [:error] [pid 21334] [client 179.99.205.228:59818] PHP Fatal error:  Class 'DatasFuncao' not found in /var/www/html/forumResposta.php on line 14, referer: http://187.73.149.26:8080/forum.php
[Tue Sep 22 10:40:28.607418 2015] [:error] [pid 21310] [client 179.99.205.228:4868] PHP Warning:  include_once(/var/www/html/dao/ForumQuestaoDao.php): failed to open stream: No such file or directory in /var/www/html/template/TemplateForum.php on line 8, referer: http://187.73.149.26:8080/areaAluno.php
[Tue Sep 22 10:40:28.607460 2015] [:error] [pid 21310] [client 179.99.205.228:4868] PHP Warning:  include_once(): Failed opening '/var/www/html/dao/ForumQuestaoDao.php' for inclusion (include_path='.:/usr/share/php:/usr/share/pear') in /var/www/html/template/TemplateForum.php on line 8, referer: http://187.73.149.26:8080/areaAluno.php
[Tue Sep 22 10:52:51.136042 2015] [:error] [pid 21334] [client 179.99.205.228:17678] PHP Warning:  include_once(/var/www/html/dao/ForumQuestaoDao.php): failed to open stream: No such file or directory in /var/www/html/template/TemplateForum.php on line 8, referer: http://187.73.149.26:8080/forum.php
[Tue Sep 22 10:52:51.136158 2015] [:error] [pid 21334] [client 179.99.205.228:17678] PHP Warning:  include_once(): Failed opening '/var/www/html/dao/ForumQuestaoDao.php' for inclusion (include_path='.:/usr/share/php:/usr/share/pear') in /var/www/html/template/TemplateForum.php on line 8, referer: http://187.73.149.26:8080/forum.php
[Tue Sep 22 11:07:23.924815 2015] [:error] [pid 21334] [client 222.186.30.211:50805] script '/var/www/html/POST_ip_port.php' not found or unable to stat, referer: http://123.249.24.233/POST_ip_port.phpAccept: */*
[Tue Sep 22 11:45:15.848075 2015] [:error] [pid 21304] [client 189.127.251.171:55890] PHP Warning:  include_once(/var/www/html/dao/ForumQuestaoDao.php): failed to open stream: No such file or directory in /var/www/html/template/TemplateForum.php on line 8, referer: http://187.73.149.26:8080/mensagens.php
[Tue Sep 22 11:45:15.848117 2015] [:error] [pid 21304] [client 189.127.251.171:55890] PHP Warning:  include_once(): Failed opening '/var/www/html/dao/ForumQuestaoDao.php' for inclusion (include_path='.:/usr/share/php:/usr/share/pear') in /var/www/html/template/TemplateForum.php on line 8, referer: http://187.73.149.26:8080/mensagens.php
[Tue Sep 22 11:45:26.207576 2015] [:error] [pid 21262] [client 189.127.251.171:55897] PHP Warning:  include_once(/var/www/html/dao/ForumQuestaoDao.php): failed to open stream: No such file or directory in /var/www/html/template/TemplateForum.php on line 8, referer: http://187.73.149.26:8080/forum.php
[Tue Sep 22 11:45:26.207617 2015] [:error] [pid 21262] [client 189.127.251.171:55897] PHP Warning:  include_once(): Failed opening '/var/www/html/dao/ForumQuestaoDao.php' for inclusion (include_path='.:/usr/share/php:/usr/share/pear') in /var/www/html/template/TemplateForum.php on line 8, referer: http://187.73.149.26:8080/forum.php
[Tue Sep 22 11:45:34.550559 2015] [:error] [pid 21430] [client 189.127.251.171:55900] PHP Warning:  include_once(/var/www/html/dao/ForumQuestaoDao.php): failed to open stream: No such file or directory in /var/www/html/template/TemplateForum.php on line 8, referer: http://187.73.149.26:8080/forum.php
[Tue Sep 22 11:45:34.550633 2015] [:error] [pid 21430] [client 189.127.251.171:55900] PHP Warning:  include_once(): Failed opening '/var/www/html/dao/ForumQuestaoDao.php' for inclusion (include_path='.:/usr/share/php:/usr/share/pear') in /var/www/html/template/TemplateForum.php on line 8, referer: http://187.73.149.26:8080/forum.php
[Tue Sep 22 11:45:43.992248 2015] [:error] [pid 21399] [client 189.127.251.171:55901] PHP Warning:  include_once(/var/www/html/dao/ForumQuestaoDao.php): failed to open stream: No such file or directory in /var/www/html/template/TemplateForum.php on line 8, referer: http://187.73.149.26:8080/forum.php
[Tue Sep 22 11:45:43.992293 2015] [:error] [pid 21399] [client 189.127.251.171:55901] PHP Warning:  include_once(): Failed opening '/var/www/html/dao/ForumQuestaoDao.php' for inclusion (include_path='.:/usr/share/php:/usr/share/pear') in /var/www/html/template/TemplateForum.php on line 8, referer: http://187.73.149.26:8080/forum.php
[Tue Sep 22 11:46:43.433812 2015] [:error] [pid 21262] [client 189.127.251.171:55902] PHP Warning:  include_once(/var/www/html/dao/ForumQuestaoDao.php): failed to open stream: No such file or directory in /var/www/html/template/TemplateForum.php on line 8, referer: http://187.73.149.26:8080/forum.php
[Tue Sep 22 11:46:43.433869 2015] [:error] [pid 21262] [client 189.127.251.171:55902] PHP Warning:  include_once(): Failed opening '/var/www/html/dao/ForumQuestaoDao.php' for inclusion (include_path='.:/usr/share/php:/usr/share/pear') in /var/www/html/template/TemplateForum.php on line 8, referer: http://187.73.149.26:8080/forum.php
[Tue Sep 22 11:46:43.554202 2015] [:error] [pid 21262] [client 189.127.251.171:55902] PHP Warning:  include_once(/var/www/html/dao/ForumQuestaoDao.php): failed to open stream: No such file or directory in /var/www/html/template/TemplateForum.php on line 8, referer: http://187.73.149.26:8080/forum.php
[Tue Sep 22 11:46:43.554239 2015] [:error] [pid 21262] [client 189.127.251.171:55902] PHP Warning:  include_once(): Failed opening '/var/www/html/dao/ForumQuestaoDao.php' for inclusion (include_path='.:/usr/share/php:/usr/share/pear') in /var/www/html/template/TemplateForum.php on line 8, referer: http://187.73.149.26:8080/forum.php
[Tue Sep 22 11:53:04.601795 2015] [:error] [pid 21175] [client 189.127.251.171:56556] PHP Warning:  include_once(/var/www/html/dao/ForumQuestaoDao.php): failed to open stream: No such file or directory in /var/www/html/template/TemplateForum.php on line 8, referer: http://187.73.149.26:8080/mensagens.php
[Tue Sep 22 11:53:04.601850 2015] [:error] [pid 21175] [client 189.127.251.171:56556] PHP Warning:  include_once(): Failed opening '/var/www/html/dao/ForumQuestaoDao.php' for inclusion (include_path='.:/usr/share/php:/usr/share/pear') in /var/www/html/template/TemplateForum.php on line 8, referer: http://187.73.149.26:8080/mensagens.php
[Tue Sep 22 11:53:04.602152 2015] [:error] [pid 21175] [client 189.127.251.171:56556] PHP Notice:  Undefined index: funcao in /var/www/html/template/TemplateForum.php on line 14, referer: http://187.73.149.26:8080/mensagens.php
[Tue Sep 22 11:53:04.602222 2015] [:error] [pid 21175] [client 189.127.251.171:56556] PHP Warning:  include_once(DatasFuncao.php): failed to open stream: No such file or directory in /var/www/html/template/TemplateForum.php on line 14, referer: http://187.73.149.26:8080/mensagens.php
[Tue Sep 22 11:53:04.602237 2015] [:error] [pid 21175] [client 189.127.251.171:56556] PHP Warning:  include_once(): Failed opening 'DatasFuncao.php' for inclusion (include_path='.:/usr/share/php:/usr/share/pear') in /var/www/html/template/TemplateForum.php on line 14, referer: http://187.73.149.26:8080/mensagens.php
[Tue Sep 22 11:53:04.604469 2015] [:error] [pid 21175] [client 189.127.251.171:56556] PHP Fatal error:  Class 'DatasFuncao' not found in /var/www/html/template/TemplateForum.php on line 39, referer: http://187.73.149.26:8080/mensagens.php
[Tue Sep 22 11:53:41.050801 2015] [:error] [pid 21394] [client 189.127.251.171:56587] PHP Warning:  include_once(/var/www/html/dao/ForumQuestaoDao.php): failed to open stream: No such file or directory in /var/www/html/template/TemplateForum.php on line 8, referer: http://187.73.149.26:8080/mensagens.php
[Tue Sep 22 11:53:41.050869 2015] [:error] [pid 21394] [client 189.127.251.171:56587] PHP Warning:  include_once(): Failed opening '/var/www/html/dao/ForumQuestaoDao.php' for inclusion (include_path='.:/usr/share/php:/usr/share/pear') in /var/www/html/template/TemplateForum.php on line 8, referer: http://187.73.149.26:8080/mensagens.php
[Tue Sep 22 11:53:41.051110 2015] [:error] [pid 21394] [client 189.127.251.171:56587] PHP Notice:  Undefined index: funcao in /var/www/html/template/TemplateForum.php on line 14, referer: http://187.73.149.26:8080/mensagens.php
[Tue Sep 22 11:53:41.051169 2015] [:error] [pid 21394] [client 189.127.251.171:56587] PHP Warning:  include_once(DatasFuncao.php): failed to open stream: No such file or directory in /var/www/html/template/TemplateForum.php on line 14, referer: http://187.73.149.26:8080/mensagens.php
[Tue Sep 22 11:53:41.051183 2015] [:error] [pid 21394] [client 189.127.251.171:56587] PHP Warning:  include_once(): Failed opening 'DatasFuncao.php' for inclusion (include_path='.:/usr/share/php:/usr/share/pear') in /var/www/html/template/TemplateForum.php on line 14, referer: http://187.73.149.26:8080/mensagens.php
[Tue Sep 22 11:53:41.053065 2015] [:error] [pid 21394] [client 189.127.251.171:56587] PHP Fatal error:  Class 'DatasFuncao' not found in /var/www/html/template/TemplateForum.php on line 39, referer: http://187.73.149.26:8080/mensagens.php
[Tue Sep 22 11:55:04.387336 2015] [:error] [pid 21395] [client 179.99.205.228:7772] PHP Warning:  include_once(/var/www/html/dao/ForumQuestaoDao.php): failed to open stream: No such file or directory in /var/www/html/template/TemplateForum.php on line 8, referer: http://187.73.149.26:8080/mensagens.php
[Tue Sep 22 11:55:04.387384 2015] [:error] [pid 21395] [client 179.99.205.228:7772] PHP Warning:  include_once(): Failed opening '/var/www/html/dao/ForumQuestaoDao.php' for inclusion (include_path='.:/usr/share/php:/usr/share/pear') in /var/www/html/template/TemplateForum.php on line 8, referer: http://187.73.149.26:8080/mensagens.php
[Tue Sep 22 11:55:04.387667 2015] [:error] [pid 21395] [client 179.99.205.228:7772] PHP Notice:  Undefined index: funcao in /var/www/html/template/TemplateForum.php on line 14, referer: http://187.73.149.26:8080/mensagens.php
[Tue Sep 22 11:55:04.387726 2015] [:error] [pid 21395] [client 179.99.205.228:7772] PHP Warning:  include_once(DatasFuncao.php): failed to open stream: No such file or directory in /var/www/html/template/TemplateForum.php on line 14, referer: http://187.73.149.26:8080/mensagens.php
[Tue Sep 22 11:55:04.387740 2015] [:error] [pid 21395] [client 179.99.205.228:7772] PHP Warning:  include_once(): Failed opening 'DatasFuncao.php' for inclusion (include_path='.:/usr/share/php:/usr/share/pear') in /var/www/html/template/TemplateForum.php on line 14, referer: http://187.73.149.26:8080/mensagens.php
[Tue Sep 22 11:55:04.389672 2015] [:error] [pid 21395] [client 179.99.205.228:7772] PHP Fatal error:  Class 'DatasFuncao' not found in /var/www/html/template/TemplateForum.php on line 39, referer: http://187.73.149.26:8080/mensagens.php
[Tue Sep 22 11:55:42.176880 2015] [:error] [pid 21304] [client 179.99.205.228:42134] PHP Warning:  include_once(/var/www/html/dao/ForumQuestaoDao.php): failed to open stream: No such file or directory in /var/www/html/template/TemplateForum.php on line 8, referer: http://187.73.149.26:8080/areaAluno.php
[Tue Sep 22 11:55:42.176929 2015] [:error] [pid 21304] [client 179.99.205.228:42134] PHP Warning:  include_once(): Failed opening '/var/www/html/dao/ForumQuestaoDao.php' for inclusion (include_path='.:/usr/share/php:/usr/share/pear') in /var/www/html/template/TemplateForum.php on line 8, referer: http://187.73.149.26:8080/areaAluno.php
[Tue Sep 22 11:55:42.177124 2015] [:error] [pid 21304] [client 179.99.205.228:42134] PHP Notice:  Undefined index: funcao in /var/www/html/template/TemplateForum.php on line 14, referer: http://187.73.149.26:8080/areaAluno.php
[Tue Sep 22 11:55:42.177179 2015] [:error] [pid 21304] [client 179.99.205.228:42134] PHP Warning:  include_once(DatasFuncao.php): failed to open stream: No such file or directory in /var/www/html/template/TemplateForum.php on line 14, referer: http://187.73.149.26:8080/areaAluno.php
[Tue Sep 22 11:55:42.177192 2015] [:error] [pid 21304] [client 179.99.205.228:42134] PHP Warning:  include_once(): Failed opening 'DatasFuncao.php' for inclusion (include_path='.:/usr/share/php:/usr/share/pear') in /var/www/html/template/TemplateForum.php on line 14, referer: http://187.73.149.26:8080/areaAluno.php
[Tue Sep 22 11:55:42.178939 2015] [:error] [pid 21304] [client 179.99.205.228:42134] PHP Fatal error:  Class 'DatasFuncao' not found in /var/www/html/template/TemplateForum.php on line 39, referer: http://187.73.149.26:8080/areaAluno.php
[Tue Sep 22 12:00:26.097679 2015] [:error] [pid 21175] [client 189.127.251.171:56600] PHP Warning:  include_once(/var/www/html/dao/ForumQuestaoDao.php): failed to open stream: No such file or directory in /var/www/html/template/TemplateForum.php on line 8, referer: http://187.73.149.26:8080/mensagens.php
[Tue Sep 22 12:00:26.097728 2015] [:error] [pid 21175] [client 189.127.251.171:56600] PHP Warning:  include_once(): Failed opening '/var/www/html/dao/ForumQuestaoDao.php' for inclusion (include_path='.:/usr/share/php:/usr/share/pear') in /var/www/html/template/TemplateForum.php on line 8, referer: http://187.73.149.26:8080/mensagens.php
[Tue Sep 22 12:00:26.098104 2015] [:error] [pid 21175] [client 189.127.251.171:56600] PHP Notice:  Undefined index: funcao in /var/www/html/template/TemplateForum.php on line 14, referer: http://187.73.149.26:8080/mensagens.php
[Tue Sep 22 12:00:26.098180 2015] [:error] [pid 21175] [client 189.127.251.171:56600] PHP Warning:  include_once(DatasFuncao.php): failed to open stream: No such file or directory in /var/www/html/template/TemplateForum.php on line 14, referer: http://187.73.149.26:8080/mensagens.php
[Tue Sep 22 12:00:26.098194 2015] [:error] [pid 21175] [client 189.127.251.171:56600] PHP Warning:  include_once(): Failed opening 'DatasFuncao.php' for inclusion (include_path='.:/usr/share/php:/usr/share/pear') in /var/www/html/template/TemplateForum.php on line 14, referer: http://187.73.149.26:8080/mensagens.php
[Tue Sep 22 12:00:26.100462 2015] [:error] [pid 21175] [client 189.127.251.171:56600] PHP Fatal error:  Class 'DatasFuncao' not found in /var/www/html/template/TemplateForum.php on line 39, referer: http://187.73.149.26:8080/mensagens.php
[Tue Sep 22 12:00:41.103888 2015] [:error] [pid 21310] [client 189.127.251.171:56620] PHP Warning:  include_once(/var/www/html/dao/ForumQuestaoDao.php): failed to open stream: No such file or directory in /var/www/html/template/TemplateForum.php on line 8, referer: http://187.73.149.26:8080/mensagens.php
[Tue Sep 22 12:00:41.103934 2015] [:error] [pid 21310] [client 189.127.251.171:56620] PHP Warning:  include_once(): Failed opening '/var/www/html/dao/ForumQuestaoDao.php' for inclusion (include_path='.:/usr/share/php:/usr/share/pear') in /var/www/html/template/TemplateForum.php on line 8, referer: http://187.73.149.26:8080/mensagens.php
[Tue Sep 22 12:00:41.104168 2015] [:error] [pid 21310] [client 189.127.251.171:56620] PHP Notice:  Undefined index: funcao in /var/www/html/template/TemplateForum.php on line 14, referer: http://187.73.149.26:8080/mensagens.php
[Tue Sep 22 12:00:41.104228 2015] [:error] [pid 21310] [client 189.127.251.171:56620] PHP Warning:  include_once(DatasFuncao.php): failed to open stream: No such file or directory in /var/www/html/template/TemplateForum.php on line 14, referer: http://187.73.149.26:8080/mensagens.php
[Tue Sep 22 12:00:41.104242 2015] [:error] [pid 21310] [client 189.127.251.171:56620] PHP Warning:  include_once(): Failed opening 'DatasFuncao.php' for inclusion (include_path='.:/usr/share/php:/usr/share/pear') in /var/www/html/template/TemplateForum.php on line 14, referer: http://187.73.149.26:8080/mensagens.php
[Tue Sep 22 12:00:41.106171 2015] [:error] [pid 21310] [client 189.127.251.171:56620] PHP Fatal error:  Class 'DatasFuncao' not found in /var/www/html/template/TemplateForum.php on line 39, referer: http://187.73.149.26:8080/mensagens.php
[Tue Sep 22 12:01:43.363548 2015] [:error] [pid 21395] [client 179.99.205.228:8192] PHP Warning:  include_once(/var/www/html/dao/ForumQuestaoDao.php): failed to open stream: No such file or directory in /var/www/html/template/TemplateForum.php on line 8, referer: http://187.73.149.26:8080/mensagens.php
[Tue Sep 22 12:01:43.363597 2015] [:error] [pid 21395] [client 179.99.205.228:8192] PHP Warning:  include_once(): Failed opening '/var/www/html/dao/ForumQuestaoDao.php' for inclusion (include_path='.:/usr/share/php:/usr/share/pear') in /var/www/html/template/TemplateForum.php on line 8, referer: http://187.73.149.26:8080/mensagens.php
[Tue Sep 22 12:01:43.363772 2015] [:error] [pid 21395] [client 179.99.205.228:8192] PHP Notice:  Undefined index: funcao in /var/www/html/template/TemplateForum.php on line 14, referer: http://187.73.149.26:8080/mensagens.php
[Tue Sep 22 12:01:43.363833 2015] [:error] [pid 21395] [client 179.99.205.228:8192] PHP Warning:  include_once(DatasFuncao.php): failed to open stream: No such file or directory in /var/www/html/template/TemplateForum.php on line 14, referer: http://187.73.149.26:8080/mensagens.php
[Tue Sep 22 12:01:43.363847 2015] [:error] [pid 21395] [client 179.99.205.228:8192] PHP Warning:  include_once(): Failed opening 'DatasFuncao.php' for inclusion (include_path='.:/usr/share/php:/usr/share/pear') in /var/www/html/template/TemplateForum.php on line 14, referer: http://187.73.149.26:8080/mensagens.php
[Tue Sep 22 12:01:43.365641 2015] [:error] [pid 21395] [client 179.99.205.228:8192] PHP Fatal error:  Class 'DatasFuncao' not found in /var/www/html/template/TemplateForum.php on line 39, referer: http://187.73.149.26:8080/mensagens.php
[Tue Sep 22 12:01:46.108403 2015] [:error] [pid 21395] [client 179.99.205.228:8192] PHP Warning:  include_once(/var/www/html/dao/ForumQuestaoDao.php): failed to open stream: No such file or directory in /var/www/html/template/TemplateForum.php on line 8, referer: http://187.73.149.26:8080/mensagens.php
[Tue Sep 22 12:01:46.108444 2015] [:error] [pid 21395] [client 179.99.205.228:8192] PHP Warning:  include_once(): Failed opening '/var/www/html/dao/ForumQuestaoDao.php' for inclusion (include_path='.:/usr/share/php:/usr/share/pear') in /var/www/html/template/TemplateForum.php on line 8, referer: http://187.73.149.26:8080/mensagens.php
[Tue Sep 22 12:01:46.108608 2015] [:error] [pid 21395] [client 179.99.205.228:8192] PHP Notice:  Undefined index: funcao in /var/www/html/template/TemplateForum.php on line 14, referer: http://187.73.149.26:8080/mensagens.php
[Tue Sep 22 12:01:46.108657 2015] [:error] [pid 21395] [client 179.99.205.228:8192] PHP Warning:  include_once(DatasFuncao.php): failed to open stream: No such file or directory in /var/www/html/template/TemplateForum.php on line 14, referer: http://187.73.149.26:8080/mensagens.php
[Tue Sep 22 12:01:46.108671 2015] [:error] [pid 21395] [client 179.99.205.228:8192] PHP Warning:  include_once(): Failed opening 'DatasFuncao.php' for inclusion (include_path='.:/usr/share/php:/usr/share/pear') in /var/www/html/template/TemplateForum.php on line 14, referer: http://187.73.149.26:8080/mensagens.php
[Tue Sep 22 12:01:46.110434 2015] [:error] [pid 21395] [client 179.99.205.228:8192] PHP Fatal error:  Class 'DatasFuncao' not found in /var/www/html/template/TemplateForum.php on line 39, referer: http://187.73.149.26:8080/mensagens.php
[Tue Sep 22 12:05:05.577428 2015] [:error] [pid 21395] [client 179.99.205.228:37708] PHP Warning:  include_once(/var/www/html/dao/ForumQuestaoDao.php): failed to open stream: No such file or directory in /var/www/html/template/TemplateForum.php on line 8, referer: http://187.73.149.26:8080/areaAluno.php
[Tue Sep 22 12:05:05.577500 2015] [:error] [pid 21395] [client 179.99.205.228:37708] PHP Warning:  include_once(): Failed opening '/var/www/html/dao/ForumQuestaoDao.php' for inclusion (include_path='.:/usr/share/php:/usr/share/pear') in /var/www/html/template/TemplateForum.php on line 8, referer: http://187.73.149.26:8080/areaAluno.php
[Tue Sep 22 12:05:05.577735 2015] [:error] [pid 21395] [client 179.99.205.228:37708] PHP Notice:  Undefined index: funcao in /var/www/html/template/TemplateForum.php on line 14, referer: http://187.73.149.26:8080/areaAluno.php
[Tue Sep 22 12:05:05.577796 2015] [:error] [pid 21395] [client 179.99.205.228:37708] PHP Warning:  include_once(DatasFuncao.php): failed to open stream: No such file or directory in /var/www/html/template/TemplateForum.php on line 14, referer: http://187.73.149.26:8080/areaAluno.php
[Tue Sep 22 12:05:05.577809 2015] [:error] [pid 21395] [client 179.99.205.228:37708] PHP Warning:  include_once(): Failed opening 'DatasFuncao.php' for inclusion (include_path='.:/usr/share/php:/usr/share/pear') in /var/www/html/template/TemplateForum.php on line 14, referer: http://187.73.149.26:8080/areaAluno.php
[Tue Sep 22 12:05:05.579743 2015] [:error] [pid 21395] [client 179.99.205.228:37708] PHP Fatal error:  Class 'DatasFuncao' not found in /var/www/html/template/TemplateForum.php on line 39, referer: http://187.73.149.26:8080/areaAluno.php
[Tue Sep 22 12:05:24.870076 2015] [:error] [pid 21449] [client 179.99.205.228:63494] PHP Warning:  include_once(/var/www/html/dao/ForumQuestaoDao.php): failed to open stream: No such file or directory in /var/www/html/template/TemplateForum.php on line 8, referer: http://187.73.149.26:8080/areaAluno.php
[Tue Sep 22 12:05:24.870133 2015] [:error] [pid 21449] [client 179.99.205.228:63494] PHP Warning:  include_once(): Failed opening '/var/www/html/dao/ForumQuestaoDao.php' for inclusion (include_path='.:/usr/share/php:/usr/share/pear') in /var/www/html/template/TemplateForum.php on line 8, referer: http://187.73.149.26:8080/areaAluno.php
[Tue Sep 22 12:05:24.870453 2015] [:error] [pid 21449] [client 179.99.205.228:63494] PHP Notice:  Undefined index: funcao in /var/www/html/template/TemplateForum.php on line 14, referer: http://187.73.149.26:8080/areaAluno.php
[Tue Sep 22 12:05:24.870516 2015] [:error] [pid 21449] [client 179.99.205.228:63494] PHP Warning:  include_once(DatasFuncao.php): failed to open stream: No such file or directory in /var/www/html/template/TemplateForum.php on line 14, referer: http://187.73.149.26:8080/areaAluno.php
[Tue Sep 22 12:05:24.870529 2015] [:error] [pid 21449] [client 179.99.205.228:63494] PHP Warning:  include_once(): Failed opening 'DatasFuncao.php' for inclusion (include_path='.:/usr/share/php:/usr/share/pear') in /var/www/html/template/TemplateForum.php on line 14, referer: http://187.73.149.26:8080/areaAluno.php
[Tue Sep 22 12:05:24.872454 2015] [:error] [pid 21449] [client 179.99.205.228:63494] PHP Fatal error:  Class 'DatasFuncao' not found in /var/www/html/template/TemplateForum.php on line 39, referer: http://187.73.149.26:8080/areaAluno.php
[Tue Sep 22 12:05:57.534465 2015] [:error] [pid 21175] [client 179.99.205.228:40203] PHP Warning:  include_once(/var/www/html/dao/ForumQuestaoDao.php): failed to open stream: No such file or directory in /var/www/html/template/TemplateForum.php on line 8, referer: http://187.73.149.26:8080/areaAluno.php
[Tue Sep 22 12:05:57.534532 2015] [:error] [pid 21175] [client 179.99.205.228:40203] PHP Warning:  include_once(): Failed opening '/var/www/html/dao/ForumQuestaoDao.php' for inclusion (include_path='.:/usr/share/php:/usr/share/pear') in /var/www/html/template/TemplateForum.php on line 8, referer: http://187.73.149.26:8080/areaAluno.php
[Tue Sep 22 12:05:57.534819 2015] [:error] [pid 21175] [client 179.99.205.228:40203] PHP Notice:  Undefined index: funcao in /var/www/html/template/TemplateForum.php on line 14, referer: http://187.73.149.26:8080/areaAluno.php
